sagen_s36_f0	`` Es ist wirklich schwer zu sagen , welche Positionen er einnimmt , da er sich noch nicht konkret geäußert hat '' , beklagen Volkswirte . 
sagen_s48_f0	`` Die Frage ist nur '' , meint ein Finanzexperte , `` ob erkeywordtag ins Weiße Haus einziehen kann , ohne unskeywordtag vorher zu sagen , was er eigentlich machen will . '' 
sagen_s130_f1	FR : Siekeywordtag sagen in Ihrem Buch über die Republikaner ( `` Die , Republikaner - Profile einer Rechtsaußenpartei '' ) , Verbote , Ausgrenzung und Ignorieren seien nicht die richtigen Strategien , und Siekeywordtag 	sagen 	, Information und Diskussion müßten angeboten werden . 
sagen_s19377_f0	Eine Sprecherin des Gerichts 	sagte 	, der Antrag werde abgelehnt . 
sagen_s19455_f0	Der SPD-Vorsitzenden Rudolf Scharping 	sagte 	, `` das mörderische Militärregime Nigerias '' habe sich damit `` außerhalb der zivilisierten Völkergemeinschaft gestellt '' . 
sagen_s19513_f0	Ein Geheimdienstsprecher 	sagte 	in der Rundfunksendung , der Zeuge habe nicht genug Informationen geliefert . 
sagen_s19549_f0	Wenn London weiter kompromißlos auf einer vollständigen Entwaffnung der Irisch-Republikanischen Armee ( IRA ) bestehe , könnte in der Provinz wieder die Gewalt regieren , 	sagte 	Adamskeywordtag am Wochenende in Belfast . 
sagen_s19642_f0	`` Ich plädiere dafür , zum frühestmöglichen Zeitpunkt über dieses Signal konkret zu reden '' , 	sagt 	der Manager . 
sagen_s19649_f0	`` Der avisierte Dreierpakt zwischen Politik , Arbeitgebern und Gewerkschaft wird mit Sicherheit bei den Tarifverhandlungen für die Chemieindustrie eine wichtige Rolle spielen '' , 	sagt 	Hubertus Schmoldt , der Vorsitzende der IG Chemie-Papier-Keramik . 
sagen_s19685_f0	Der BMW-Kunde akzeptiert nicht , was möglicherweise der Käufer von US-Autos akzepiert '' , 	sagt 	erkeywordtag . 
sagen_s19704_f0	London wolle seine EU-Partner bitten , sich dem Schritt anzuschließen , 	sagte 	Majorkeywordtag in Auckland und schloß weitere Strafmaßnahmen aus Protest gegen die kaltblütige , `` provokative '' Hinrichtung Saro-Wiwas und seiner Mitstreiter nicht aus : 
sagen_s19712_f0	In diesem Fall drohe Tausenden die Arbeitslosigkeit , 	sagte 	ein Unternehmenssprecher . 
sagen_s19743_f0	Der Sprecher des Weißen Hauses , Michael McCurry , 	sagte 	, die USA wollten nun wissen , `` welche neuen Kandidaten sich präsentieren werden '' . 
sagen_s19746_f0	Verteidigungsmiister Volker Rühe ( CDU ) habe sich zu keiner Zeit Öffentlich mit Vorschlägen an der Diskussion beteiligt , 	sagte 	ein Ministeriumssprecher . 
sagen_s19763_f0	Falls sie nicht eingeführt werden , seien die Perspektiven für Europa `` düster '' , 	sagte 	erkeywordtag der Berliner Morgenpost . 
sagen_s19817_f0	Vorstandschef David Herman 	sagte 	der Tageszeitung Rheinpfalz , wegen der starken Mark seien Gewinneinbußen von `` über 250 Millionen Mark '' nach 161 Millionen 1994 zu erwarten . 
sagen_s19836_f0	Offenbar seien die beiden Attentäter allein gewesen , 	sagte 	Colombos Polizeichef . 
sagen_s19853_f0	Erstmals sei in diesem Konflikt eine Streitfrage durch Unterschriften friedlich statt durch Kugeln gelöst worden , 	sagte 	Galbraithkeywordtag . 
sagen_s20094_f0	Präsident Chirac hat 	gesagt 	, daß Frankreich dem Regime in Algier in dem Maß hilft , als dieses die Demokratie vorantreibt . 
sagen_s20104_f0	Ichkeywordtag 	sage 	zu beiden : ihr seid Minderheiten , es ist sinnlos , daß Algerien auf diesem tödlichen Weg weitergeht . 
sagen_s20133_f0	Beim Kampf um Macht , Anerkennung und das sogenannte schwache Geschlecht sei das Auto für den Mann ein wichtiger Verbündeter , 	sagt 	Rüppellkeywordtag . 
sagen_s20389_f0	`` Diese pauschale Gleichsetzung läßt sich nach unseren Erkenntnissen so nicht belegen '' , 	sagte 	Professor Godfried Engbersen , Leiter des Utrechter Projekts , auf einer Tagung des Frankfurter Amtes für multikulturelle Angelegenheiten . 
sagen_s20393_f0	Das Gros der sogenannten Illegalen werde meist von Verwandten und Freunden unterstützt und versuche , möglichst unauffällig einer Arbeit nachzugehen , 	sagte 	der Kriminologe Christian Pfeiffer aus Hannover . 
sagen_s20394_f0	In die Kriminalität würde nur ein kleiner Teil abrutschen , 	sagt 	Engbersenkeywordtag . 
sagen_s20396_f0	Die vermeintlich `` geheime Gesellschaft '' der illegalen Einwanderer sei keineswegs eine homogene Gruppe , 	sagte 	der holländische Professor und kritisierte , daß über die unterschiedlichen Lebensbedingungen dieser `` nicht registrierten Unterklasse '' in der Öffentlichkeit immer noch viel zu wenig bekannt sei . 
sagen_s20402_f0	Bisher hätten sie jedoch immer noch unter Ausbeutung , unzureichender gesundheitlicher Versorgung und dem Ausschluß der Kinder vom Schulunterricht zu leiden , 	sagte 	der ausländerpolitische Sprecher der SPD im bayerischen Landtag , Klaus Hahnzog . 
sagen_s20472_f0	Der Erfolg , so hat erkeywordtag von Anfang an 	gesagt 	, werde daran zu messen sein , was das Kirchenvolksbegehren in Bewegung bringe . 
sagen_s20562_f0	`` Es gibt in diesem Land keine Freiheit für die Gewerkschaften '' , 	sagt 	der eben gewählte Vorsitzende : 
sagen_s20615_f0	Daskeywordtag 	sagen 	jedenfalls Besucher , die die Stadt lange kennen . 
sagen_s20636_f0	Früher , 	sagt 	Chefredakteur Mohammed Atrian Far im blumengeschmückten Konferenzraum , hätten sich die Zeitungen ausschließlich um Flügelkämpfe in der islamischen Führung gekümmert und damit das Vertrauen der Leser verloren . 
sagen_s20658_f0	Ein Besucher des Scene-Cafés `` Disi Sara '' nahe dem Teheraner Hauptbahnhof 	sagt 	, auch hier , zwischen altpersischen Bildern , Wasserpfeifen und traurig klingender islamischer Musik gehe Angst um . 
sagen_s20705_f0	Die Beschuldigten 	sagen 	, ein Aufbegehren gegen Schießbefehl und Minen hätte doch nichts bewirkt . 
sagen_s20714_f0	`` Der Schutz des Lebens hatte Vorrang vor dem Selbsterhaltungsinteresse des Staates '' , 	sagen 	die Ankläger . 
sagen_s20767_f0	Nigeria , so 	sagte 	der britische Außenminister Rifkind nach den Hinrichtungen von Port Harcourt , müsse erkennen , daß es zum Paria der internationalen Gemeinschaft geworden sei . 
sagen_s20844_f0	Der Chefunterhändler der kroatischen Serben , Milan Milanovic , 	sagte 	, er habe einer einjährigen Übergangszeit unter UN-Verwaltung zugestimmt , jedoch die Option auf ein weiteres Jahr ausgehandelt , falls dies notwendig erscheine . 
sagen_s20879_f0	Er wolle in den Parteivorstand gewählt werden , 	sagte 	erkeywordtag laut ap dem Springer-Blatt Bild am Sonntag , aber `` nicht um jeden Preis '' . 
sagen_s20890_f0	Die Islam-Konferenz als solche `` ist und bleibt unumstritten '' , 	sagte 	Kinkelkeywordtag am Sonntag . 
sagen_s20902_f0	Karl-Heinz Hornhues ( CDU ) , Vorsitzender des Auswärtigen Ausschusses , 	sagte 	, Kinkel hätte das `` Debakel '' im Bundestag mit einer anderen Rede verhindern können . 
sagen_s20917_f0	Die Todesurteile gegen die neun Angeklagte und ihre Hinrichtung seien `` auf der Grundlage eines Urteils eines rechtmäßig konstituierten Gerichts vollzogen worden , das die neun Männer des Mordes für schuldig befunden hatte '' , 	sagte 	der juristische Berater von Staatschef Sani Abacha , Hawalu Yadudu , nach Angaben der Nachrichtenagentur NAN am Montag in Abuja . 
sagen_s20920_f0	Ikimikeywordtag 	sagte 	, es gebe Pläne , die Demokratie bis 1998 wieder einzuführen . 
sagen_s21016_f0	Um Wege und Möglichkeiten einer Theaterehe zwischen dem Essener Grillo-Theater und dem Oberhausener Theater am Ebertplatz zu finden , trafen sich die Oberbürgermeister , Oberstadtdirektoren und Kulturdezernenten beider Ruhrgebietstädte zu einem Sondierungsgespräch `` über mehrere , sehr geeignete Modelle '' , 	sagte 	der Essener Kulturdezernent Oliver Scheydt . 
sagen_s21020_f0	Vom Zusammenlegen der Schauspielensembles und der technischen Abteilungen verspreche man sich , Kosten zu sparen und `` die Qualität zu steigern '' , 	sagte 	Scheydtkeywordtag . 
sagen_s21027_f0	Dieskeywordtag 	sagte 	der Berliner Kulturstaatssekretär Winfried Sühlo . 
sagen_s21113_f0	`` Je hübscher Frauen sind , für desto blöder werden sie gehalten '' , 	sagt 	die amtierende deutsche Meisterin Carla Issinger . 
sagen_s21117_f0	`` Ich bin kein Pokerface '' , 	sagt 	die 1,63-Meter-Frau . 
sagen_s21123_f0	Aber manchmal könne sie die Angst des Gegners auch riechen , 	sagt 	siekeywordtag . 
sagen_s21130_f0	Wie in den meisten Kasinos spielen dort `` überwiegend Herren '' , 	sagt 	Sprecherin Kerstin Peterson . 
sagen_s21157_f0	Wiesehügelkeywordtag 	sagte 	der Bild-Zeitung , mit diesem neuen Kontrollsystem wolle er gegen Lohndumping auf dem Bau vorgehen . 
sagen_s21159_f0	Wir informieren dann die Arbeitgeber - diekeywordtag ja immer 	sagen 	, daß sie gegen Lohndumping sind . '' 
sagen_s21161_f0	Das könne geschehen , ohne daß gleich Polizei und Staatsanwalt eingeschaltet werden müßten , 	sagte 	der Gewerkschaftsvorsitzende . 
sagen_s21170_f0	`` Wir wollen alles tun , um auf diesem Weg weiter voranzukommen '' , 	sagte 	der Bundeskanzler . 
sagen_s21203_f0	Rappe , Bundestagsabgeordneter der SPD , 	sagte 	am Montag im NDR , er sei zwar dafür , daß Scharping beim Parteitag der Sozialdemokraten in Mannheim - der am Dienstag beginnt - mit großer Mehrheit zum Bundesvorsitzenden der Partei wiedergewählt wird . 
sagen_s21207_f0	Scharping wolle Richtungsentscheidungen durchdrücken , `` die an großen Teilen , vor allem an der Parteilinken , vorbeigehen '' , 	sagte 	Nahleskeywordtag dem Kölner `` Express '' . 
sagen_s21231_f0	Die insgesamt 35 Tiere sollen mit einer Militärmaschine nach Marokko geflogen werden , 	sagte 	GTZ-Sprecher Hans Stehling am Montag in Eschborn bei Frankfurt . 
sagen_s21237_f0	Dabei sollte künftig eine `` qualitative Mehrheit '' - eine Mehrheit der abgegebenen Stimmen - gelten , 	sagte 	erkeywordtag am Montag bei einem Gespräch der CSU-nahen Hanns-Seidel-Stiftung in München . 
sagen_s21257_f0	`` Was wir mit Isovist 280 erlebt haben , gehört zu den normalen Risiken der Pharma-Industrie '' , 	sagt 	Vitakeywordtag . 
sagen_s21317_f0	`` Ich hoffe , daß ich mit diesem Schritt zu einem kritischen Gespräch zwischen den beiden deutschen PEN-Zentren beitragen kann '' , 	sagte 	der frühere Präsident des westdeutschen PEN-Clubs . 
sagen_s21332_f0	Von dem Rest der insgesamt auf über 15 Millionen Mark geschätzten Beute fehle aber weiter jede Spur , 	sagte 	Chef-Ermittler Detlef Büttner am Montag in Berlin . 
sagen_s21346_f0	Der Sprecher der Sozialistischen Partei Serbiens ( SPS ) von Präsident Slobodan Milosevic , Ivica Dacic , 	sagte 	in Belgrad , das Abkommen `` beendet definitiv den Krieg in dieser Region '' . 
sagen_s21348_f0	Es handele sich um die `` größte Niederlage der Serben seit der Schlacht auf dem Amselfeld ( am 28. Juni 1389 im Kosovo gegen die Türken ) '' , 	sagte 	Vojislav Seselj . 
sagen_s21372_f0	Die Sprecherin der SPD-Länder in der Kultusministerkonferenz 	sagte 	, der Vorschlag sei als `` Verzweiflungsakt '' der Hochschulen zu verstehen . 
sagen_s21388_f0	Der stellvertretende Generalsekretär des Deutschen Studentenwerks , Dieter Schäferbarthold , 	sagte 	, daß viele Studenten bereits finanziell stark belastet seien . 
sagen_s21393_f0	Erkeywordtag 	sagte 	, dies sei Ländersache . 
sagen_s21421_f0	Bei den Verdächtigen sei eine bedeutende Menge Kunstdünger entdeckt worden , wie er auch beim Bau der Bombe von Oklahoma-City verwendet wurde , 	sagte 	der Sheriff des Bezirks McIntosh , Bobby Gray , am Sonntag . 
sagen_s21424_f0	Die Festgenommenen gehörten der Sekte `` Universelle Kirche Gottes '' an und lehnten die US-Bundesbehörden ab , 	sagte 	Graykeywordtag weiter . 
sagen_s21428_f0	`` Aber das , was sichergestellt wurde , konnte dazu dienen , eine Bombe zu konstruieren '' , 	sagte 	FBI-Sprecher Dan Vogel . 
sagen_s21455_f0	`` Wir sollten wieder zu einer gewissen Streitkultur zurückfinden '' , 	sagte 	der Vorsitzende Rainer Voss am Montag im Saarländischen Rundfunk . 
sagen_s21516_f0	Die Bischöfe sollten jede Stimme des Kirchenvolksbegehrens ernst nehmen , egal ob zwei Millionen Menschen oder viel weniger für eine Reform der katholischen Kirche gestimmt hätten , 	sagte 	die ZdK-Präsidentin Rita Waschbüsch am Montag im Deutschlandradio Berlin . 
sagen_s21562_f0	In dem Fernsehduell 	sagte 	Walesakeywordtag , Kwasniewski fehle für die Kandidatur das moralische Mandat , da seine Anhänger nicht mit ihrer kommunistischen Vergangenheit abgeschlossen hätten . 
sagen_s21564_f0	Was ist das für eine Zukunft , wenn jemand , der sich mit dieser Bande von Halunken identifiziert , behauptet , er wolle die Zukunft aufbauen '' , 	sagte 	Walesakeywordtag . 
sagen_s21601_f0	`` Klaus Kinkel bleibt Außenminister , er genießt unser Vertrauen '' , 	sagte 	Parteichef Wolfgang Gerhardt am Montag nach einer Sitzung des Präsidiums in Stuttgart . 
sagen_s21603_f0	Kinkelkeywordtag 	sagte 	, er denke nicht über einen Rücktritt nach . 
sagen_s21604_f0	Gerhardtkeywordtag 	sagte 	, die Abstimmung des Bundestages über die Ausladung des iranischen Außenministers Ali Akbar Welajati von der geplanten Islam-Konferenz sei `` für die Koalition keine schöne Situation gewesen '' . 
sagen_s21675_f0	Die käme für uns überhaupt nicht in Frage , 	sagten 	wirkeywordtag halblaut und zur Verärgerung anderer Kinobesucher , die sei viel zu klein , die hätte ja Hängetutteln und außerdem sei ihr Hintern größer als der Postkasten vor dem Hauptpostamt . 
sagen_s21695_f0	Seine Liebe zu ihr sei ernst und grenzenlos , 	sagte 	erkeywordtag , sie reiche fino alla fine dell ' universo , und er werde ihr dies beweisen . 
sagen_s21715_f0	Sie stellten auch in anderen Innenstädten ein Problem dar , 	sagte 	der Heidelberger Fahrradbeauftragte , Bert-Olaf Rieck . 
sagen_s21943_f0	Finanziell unterstützt von der Osnabrücker Bundesstiftung Umwelt , verschiedenen Landeskirchen sowie dem Diakonischen Werk , will es `` die Kirchen ermutigenkeywordtag , mit praktischen Schritten bei der Bewahrung der Schöpfung ernst zu machen und ihren Energieverbrauch beträchtlich zu verringern '' , wiekeywordtag Jobst Kraus von der Evangelischen Akademie Bad Boll 	sagt 	. 
sagen_s21949_f0	`` Die Einrichtungen der evangelischen Kirche benötigen Wärme und Energie in der Größenordnung einer Stadt wie Hannover '' , 	sagt 	Uwe Ilgemann vom Öko-Institut Freiburg . 
sagen_s21959_f0	`` In einzelnen Landeskirchen werden erhebliche Anstrengungen unternommen , um über Information , Beratung und finanzielle Anreize flächendeckend zu wirken '' , 	sagt 	Krauskeywordtag . 
sagen_s21963_f0	`` Der beste Zeitpunkt , die Energiebilanz eines Gebäudes zu verbessern , ist immer eine anstehende Sanierung '' , 	sagt 	Olaf Hildebrandt von ebök . 
sagen_s22007_f0	`` Mit vollem Erfolg '' , wiekeywordtag der Göttinger Ausländerpfarrer Peter Lahmann am Wochenende 	sagte 	. 
sagen_s22090_f0	Bei den Dreharbeiten , 	sagt 	Baukeywordtag , sei die erstaunliche Situation entstanden , daß die Leute eigentlich über sich redeten , wenn sie vorgaben , über das Vergangene zu sprechen . 
sagen_s22263_f1	Wären Parteitage wirklich der Ort , an dem immer glasklar gesagt wird , waskeywordtag 	gesagt 	werden müßte , und wären diese Treffen so etwas wie Kläranlagen mit der Funktion , alles Trübe konsequent auszufiltern , dann gäbe es Hoffnung für die Mitglieder der Sozialdemokratischen Partei Deutschlands . 
sagen_s22273_f0	Und die ihren Einfluß künftig in Konkurrenz mit Organisationen und Bewegungen teilen müssen , die Zustimmung allein durch ihre Kompromißlosigkeit kassieren , wenn es um die gute Sache geht - 	sagen 	wir Greenpeace ; siehe die Proteste gegen die Versenkung der Bohrinsel Brent Spar oder gegen die Atomtests auf Mururoa ? 
sagen_s22298_f0	Vor vier Wochen hatte erkeywordtag bei einem Hintergrundgespräch mit Journalisten 	gesagt 	, Japan habe Korea während der Kolonialzeit ( von 1910 bis 1945 ) `` einiges Gute '' getan . 
sagen_s22303_f0	Etokeywordtag 	sagte 	zwar , er sei falsch verstanden worden . 
sagen_s22309_f0	Im August gab es Ärger , weil Erziehungsminister Yoshinobu Shimamura 	gesagt 	hatte , Japan müsse sich nicht immer wieder für seine Vergangenheit entschuldigen . 
sagen_s22471_f0	`` Nach 50 Jahren Demokratie in Deutschland '' , 	sagte 	Finckhkeywordtag , `` müßte das bei uns auch möglich sein '' , ohne daß die Bundeswehr `` nach rechts abrutscht '' . 
sagen_s22477_f0	`` Arrest ist so etwas wie Beugehaft , und die ist verboten '' , 	sagte 	das Vorstandsmitglied Hans-Jürgen Wiesenbach . 
sagen_s22548_f0	Was eine nichtstaatliche Organisation ist , wußte in der Sowjetunion noch vor wenigen Jahren kaum jemand zu sagen . 
sagen_s22556_f0	`` Eine Zivilgesellschaft gibt es nicht '' , 	sagt 	Ella Poljakowa . 
sagen_s22587_f0	Im Sozialbereich , 	sagt 	Maria Slobodskaja vom Institut für Probleme der Zivilgesellschaft , stünden die NGO `` immerhin noch auf zwei Beinen '' . 
sagen_s22595_f0	`` Für manche NGO ist Tacis überlebenswichtig '' , 	sagt 	Rudi Piwko vom Deutsch-Russischen Austausch . 
sagen_s22622_f0	`` Ich bitte dich , Schimon Peres , weiterzumachen und das Volk von Israel zum Frieden zu führen '' , 	sagte 	Lea Rabin auf der Gedenkdemonstration am Sonntag für den ermordeten israelischen Ministerpräsidenten Yitzhak Rabin . 
sagen_s22627_f0	Tags zuvor hatten israelische Siedler aus den benachbarten Orten Kadim und Ganim eine Demonstration gegen die Übergabe der Stadt an die Palästinenser abgesagt , da sie vom Tod Rabins `` schockiert '' seien , 	sagte 	ein Sprecher der rund 60 Siedlerfamilien . 
sagen_s22628_f0	Sollte eine Mehrheit in Israel die Auflösung ihrer Siedlungen verlangen , wollten sie sich diesem Votum beugen , 	sagte 	der Sprecher weiter . 
sagen_s22632_f0	`` Es ist die Pflicht jeden Bürgers , an den Wahlen teilzunehmen und sich dafür registrieren zu lassen '' , 	sagte 	Abu Libdeh . 
sagen_s22639_f0	Zwar dementierte der ehemalige palästinensische Chefunterhändler bei den Nahost-Friedensgesprächen , Haider Abd el-Shafi , Hamas habe ihn angesprochen , eine gemeinsame Partei zu gründen ( 25 Prozent würden diese unterstützen ) , 	sagte 	aber : 
sagen_s22657_f0	`` Die Zahlen haben uns selbst überrascht '' , 	sagt 	Herbstkeywordtag . 
sagen_s22660_f0	Wie groß die Steigerung zuletzt im Jahresvergleich ausgefallen war und wieviel Menschen die Branche beschäftigt , kann der Lobbyist traditionsgemäß nicht 	sagen 	. 
sagen_s22694_f0	Kohlkeywordtag 	sagte 	dabei zu Li Peng , man wolle die Zusammenarbeit `` auch in einem sehr engen persönlichen Kontakt '' verbessern . 
sagen_s22702_f0	Der chinesische Regierungssprecher Shen Guofang 	sagte 	, bei den guten Beziehungen sei es ganz normal , daß auch die militärischen Kontakte wieder aufgenommen werden . 
sagen_s22776_f0	In der Europäischen Union ( EU ) , 	sagte 	der Krebsforscher , stürben jedes Jahr rund eine Million Menschen an der Folge bösartiger Tumoren , die auf Tabakgenuß zurückgehen . 
sagen_s23090_f0	Kinkel hätte nur das aufgreifen müssen , waskeywordtag Rudolf Seiters ( CDU ) in seinem Beitrag 	gesagt 	hatte , meinte ein CDU-Politiker . 
sagen_s23092_f0	Aber Kinkelkeywordtag habe nichts begriffen , habe den entscheidenden Satz nicht 	gesagt 	, habe die Stimmung im Parlament falsch eingeschätzt . 
sagen_s23094_f0	Denn : `` Ich werde mich nachdrücklich dafür einsetzen , daß dem entsprochen wird , was der Antrag der Koalitionsfraktion wünscht '' , habe erkeywordtag - nachzulesen im Bundestagsprotokoll - 	gesagt 	und hinzugesetzt : `` Lassen Sie uns die Reaktion abwarten , die iranische Regierung soll die Chance einer Korrektur haben . '' 
sagen_s23126_f0	`` Wir sind sehr gespannt , wie sich die selbsternannten Heroen der Marktwirtschaft dazu verhalten '' , 	sagte 	Fischerkeywordtag . 
sagen_s23186_f0	Die Polizei habe die Kundgebung mit der Begründung nicht genehmigt , es handle sich um eine `` Kurden-Demo '' , 	sagte 	medico-Sprecherin Rebecca Pini der FR . 
sagen_s23232_f0	Durch welche Länder er gereist sei und was die Fahrt gekostet habe , so erläuterte der Mann vor dem VGH , könne erkeywordtag nicht 	sagen 	. 
sagen_s23252_f0	Er habe daraus gelernt , künftig keiner Institution eine privilegierte Position in der Verfassung zuzugestehen , 	sagt 	erkeywordtag geschickt . 
sagen_s23324_f0	Es sei noch zu früh , um abschließend zu beurteilen , ob der Anschlag den USA oder der Regierung Saudi-Arabiens gegolten habe , 	sagte 	ein Sprecher des US-Verteidigungsministeriums . 
sagen_s23337_f0	Immerhin : Die große Mehrheit ( 79 Prozent ) der Kinder 	sagt 	, ihr Vater habe Verständnis , wenn sie mit Problemen zu ihm kommen . 
sagen_s23342_f0	Daskeywordtag 	sagte 	Regierungssprecher Michael Sagurna . 
sagen_s23345_f0	Sollte Heitmann die Möglichkeit dazu sehen , werde Sachsen die Initiative zur Rechtsänderung ergreifen , 	sagte 	Sagurnakeywordtag . 
sagen_s23350_f0	Nur wenn diese Länder einen festen Sitz im höchsten UN-Gremium erhielten , sei Washington bereit , einer Vergrößerung über die gegenwärtigen 15 Sitze hinaus zuzustimmen , 	sagte 	der US-Delegierte Karl Inderfurth in der UN-Vollversammlung , die sich mit der Reform des Sicherheitsrates befaßte . 
sagen_s23380_f0	Es sei bedauerlich , `` daß der Bund sich so wenig bewegt hat '' , 	sagt 	der Hauptgeschäftsführer des Deutschen Städtetages , Jochen Dieckmann . 
sagen_s23394_f0	Die 240 Rektoren hätten auf ihrer Bonner Tagung lediglich kontrovers über das Thema Studiengebühren diskutiert , 	sagte 	Erichsenkeywordtag am Montag abend in der ZDF-Sendung `` heute nacht '' . 
sagen_s23405_f0	`` Dieser Vorschlag ist falsch und löst nicht die Finanzprobleme der Hochschulen '' , 	sagte 	die SPD-Politikerin dem Kölner Express . 
sagen_s23411_f0	Für die Demokraten 	sagte 	Senator Thomas Daschle : `` Es gab keinerlei Fortschritt . '' 
sagen_s23480_f0	Er sei nicht der Ansicht , daß man einen solchen Truppenbesuch machen sollte , 	sagte 	Westerwellekeywordtag am Dienstag im Deutschlandfunk . 
sagen_s23493_f0	EWI-Präsident Alexandre de Lamfalussy 	sagte 	, unabdingbare Voraussetzung für den Erfolg eines europäischen Währungsgebietes sei ein hohes Maß an dauerhafter wirtschaftlicher Angleichung der Teilnehmerländer . 
sagen_s23527_f0	`` Die Chance , als Birma-Flüchtling Asyl zu bekommen , ist viel größer , als wenn man aus Bangladesch kommt '' , 	sagte 	ein Polizeisprecher . 
sagen_s23555_f0	Wiekeywordtag ein Sprecher des UN-Flüchtlingshilfswerks UNHCR am Dienstag in Genf 	sagte 	, hättenkeywordtag Kroatien und Bosnien-Herzegowina in den vergangenen Wochen etwa 10 000 Menschen meist gegen deren Willen in zurückeroberten Gebieten angesiedeltkeywordtag . 
sagen_s23596_f0	Die IG Metall habe die Regelung seines Hauses zustimmend zur Kenntnis genommen , 	sagt 	Leibingerkeywordtag . 
sagen_s23627_f0	Eine Sprecherin der Hochschulrektorenkonferenz ( HRK ) 	sagte 	am Dienstag in Bonn , das Thema Studiengebühren sei kontrovers diskutiert worden . 
sagen_s23632_f0	`` Unser Vertrauen in die Politik ist erschüttert '' , 	sagte 	Erichsenkeywordtag am Dienstag in Bonn mit Blick auf das allein für 1996 mit sechs bis neun Milliarden Mark bezifferte Finanzloch der deutschen Hochschulen . 
sagen_s23633_f0	Die Mehrheit der Rektoren betrachte Gebühren nur als `` letztes Mittel '' , 	sagte 	Erichsenkeywordtag . 
sagen_s23641_f0	Dies habe dazu geführt , daß die HRK über bisher tabuisierte Themen wie Studiengebühren nachdenken müsse , 	sagte 	der HRK-Präsident . 
sagen_s23657_f0	Däubler-Gmelinkeywordtag 	sagte 	den Delegierten , die Streitigkeiten zwischen Führungsmitgliedern seien `` nicht nur für Euch extrem frustrierend , sondern auch schädlich für die gesamte SPD '' gewesen . 
sagen_s23698_f0	`` Das ist nicht zu teuer , nein wirklich , es gibt Teureres '' , 	sagte 	erkeywordtag . 
sagen_s23744_f0	Es sei nicht gelungen , Großbritannien umzustimmen , 	sagte 	Klaus Kinkel zum Abschluß der Madrider Konferenz . 
sagen_s23758_f0	Diesekeywordtag nahm die Sache eher von der lustigen Seite und 	sagte 	ihrem Sohn : `` Bloß gut , daß Du keine elektrische Zahnbürste hast . '' 
sagen_s23776_f0	Der Opfer- und Zeugenschutz müsse ein zentrales Anliegen von Polizei , Justiz und Politik sein , 	sagte 	erkeywordtag am Dienstag bei der Arbeitstagung des Bundeskriminalamtes ( BKA ) in Wiesbaden . 
sagen_s23793_f0	Ein Durchbruch zu einer umfassenden Lösung des Balkankonflikts stehe aber noch nicht unmittelbar bevor , 	sagte 	ein Sprecher des US-Außenministeriums . 
sagen_s23913_f0	Die Dichterin sei gedankenflüchtig und verzweifelt , 	sagte 	Klaus Mann 1933 von ihr , `` aber sie zeige hübsche Indianerbilder , um sich zu beruhigen '' , eine Meinung , die auch heute noch über das Verhältnis des dichterischen zum künstlerischen Schaffen geäußert wird . 
sagen_s24230_f0	`` Die Ministerpräsidentin möchte ein dynamisches und junges Team bilden '' , 	sagt 	der türkische Treuhandchef Söylemez . 
sagen_s24308_f0	`` Wir haben während der 30 Jahre Krieg gelernt , auf die Menschen zu vertrauen und zu hören '' , 	sagt 	Bereketkeywordtag zu dem Konzept der Verfassungsfindung . 
sagen_s24388_f0	`` Wir sind glücklich mit den Konditionen '' , 	sagt 	Enzelmüllerkeywordtag . 
sagen_s24455_f0	Bei einem möglicherweise stark reduzierten Teilnehmerkreis sei zu prüfen , ob eine Währungsunion dann überhaupt noch wirtschaftlich sinnvoll sei , 	sagten 	die Experten . 
sagen_s24465_f0	Lamfalussykeywordtag 	sagte 	, er unterstütze voll die Motivation hinter dem Vorschlag von Bundesfinanzminister Theo Waigel , einen Stabilitätspakt für Europa zu schließen . 
sagen_s24711_f0	Vielleicht , 	sagte 	siekeywordtag , ist er von anderer Nationalität . 
sagen_s24726_f0	Ich habe immer wieder an die israelischen Friedensbefürworter appelliert , nicht zu zögern , die bittere Pille vor ihrem Volk zu schlucken , die ich und andere vor unserem Volk geschluckt haben : Nämlich die historische Wahrheit zu sagen , die alte wie die neue . 
sagen_s24727_f0	Es ist erstaunlich , daß der erste israelische Premier , der ermordet wurde , auch der erste israelische Premier war , der sich dieser historischen Wahrheit annäherte , als erkeywordtag in einer seiner Reden 	sagte 	, man habe , als man in dieses Land gekommen sei , festgestellt , daß es von anderen Menschen bewohnt war . 
sagen_s24746_f0	Der Fall des 21jährigen aus Sindelfingen ist `` im Moment der einzige bekannte '' , 	sagte 	Detlev Beutner von der Totalverweigerer-Initiative in Braunschweig am Dienstag der FR . 
sagen_s24752_f0	Von seiner Entscheidung werde ihn auch der Disziplinararrest nicht abbringen , 	sagte 	Arndtkeywordtag . 
sagen_s24805_f0	Es sei außerdem überhaupt nicht akzeptabel , daß die türkische Regierung die Zusammensetzung ausländischer Delegationen festlege , 	sagte 	der Sprecher der Grünen in Düsseldorf . 
sagen_s24829_f0	Chee Yoke Ling vom Dritte-Welt-Netzwerk 	sagte 	, es sei verwunderlich , daß Deutschland einerseits über ein sehr weitgehendes Gentechnik-Gesetz verfüge , in Jakarta jedoch nur den Transport über Ländergrenzen regeln lassen wolle . 
